0, 1, 10555751.316061705
1, 2, 10555751.316061705
2, 3, 10555751.316061705
3, 4, 10555751.316061705
4, 5, 10555751.316061705
5, 6, 10555751.316061705
6, 7, 10555751.316061705
7, 8, 10555751.316061705
8, 9, 10555751.316061705
9, 10, 10555751.316061705
10, 11, 10555751.316061705
11, 12, 10555751.316061705
12, 13, 10555751.316061705
13, 14, 10555751.316061705
14, 15, 10555751.316061705
15, 16, 10555751.316061705
16, 17, 10555751.316061705
17, 18, 10555751.316061705
18, 19, 10555751.316061705
19, 20, 10555751.316061705
20, 21, 10555751.316061705
21, 22, 10555751.316061705
22, 23, 10555751.316061705
23, 24, 10555751.316061705
24, 25, 10555751.316061705
25, 26, 10555751.316061705
26, 27, 10555751.316061705
27, 28, 10555751.316061705
28, 29, 10555751.316061705
29, 30, 10555751.316061705
30, 31, 10555751.316061705
31, 32, 10555751.316061705
32, 33, 10555751.316061705
33, 34, 10555751.316061705
34, 35, 10555751.316061705
35, 36, 10555751.316061705
36, 37, 10555751.316061705
37, 38, 10555751.316061705
38, 39, 10555751.316061705
39, 40, 10555751.316061705
40, 41, 10555751.316061705
41, 42, 10555751.316061705
42, 43, 10555751.316061705
43, 44, 10555751.316061705
44, 45, 10555751.316061705
45, 46, 10555751.316061705
46, 47, 10555751.316061705
47, 48, 10555751.316061705
48, 49, 10555751.316061705
